,Virus
2204,SARS_COV_2 
12455,MERS       
4112,SARS_COV_2 
9460,SARS_COV_2 
8215,SARS_COV_2 
12451,MERS       
3388,SARS_COV_2 
9720,SARS_COV_2 
7150,SARS_COV_2 
8657,SARS_COV_2 
7983,SARS_COV_2 
10760,SARS_COV_2 
6649,SARS_COV_2 
11458,MERS       
6692,SARS_COV_2 
596,SARS_COV_2 
6067,SARS_COV_2 
1367,SARS_COV_2 
82,SARS_COV_2 
10378,SARS_COV_2 
1203,SARS_COV_2 
4887,SARS_COV_2 
468,SARS_COV_2 
1540,SARS_COV_2 
11490,MERS       
11513,MERS       
6684,SARS_COV_2 
9398,SARS_COV_2 
10199,SARS_COV_2 
5428,SARS_COV_2 
2891,SARS_COV_2 
5380,SARS_COV_2 
6590,SARS_COV_2 
3893,SARS_COV_2 
3057,SARS_COV_2 
56,SARS_COV_2 
5849,SARS_COV_2 
2490,SARS_COV_2 
3739,SARS_COV_2 
9482,SARS_COV_2 
2361,SARS_COV_2 
12024,MERS       
7084,SARS_COV_2 
5947,SARS_COV_2 
13154,MERS       
11878,MERS       
8318,SARS_COV_2 
8053,SARS_COV_2 
4708,SARS_COV_2 
4519,SARS_COV_2 
806,SARS_COV_2 
12856,MERS       
2795,SARS_COV_2 
6116,SARS_COV_2 
12370,MERS       
6647,SARS_COV_2 
12751,MERS       
7056,SARS_COV_2 
12379,MERS       
8921,SARS_COV_2 
1687,SARS_COV_2 
10493,SARS_COV_2 
2837,SARS_COV_2 
1374,SARS_COV_2 
10840,SARS_COV_2 
2509,SARS_COV_2 
64,SARS_COV_2 
119,SARS_COV_2 
2187,SARS_COV_2 
9247,SARS_COV_2 
1616,SARS_COV_2 
8302,SARS_COV_2 
10261,SARS_COV_2 
10575,SARS_COV_2 
6232,SARS_COV_2 
5835,SARS_COV_2 
1932,SARS_COV_2 
6330,SARS_COV_2 
3260,SARS_COV_2 
749,SARS_COV_2 
8856,SARS_COV_2 
7518,SARS_COV_2 
4630,SARS_COV_2 
1093,SARS_COV_2 
12953,MERS       
3224,SARS_COV_2 
6957,SARS_COV_2 
750,SARS_COV_2 
8939,SARS_COV_2 
1027,SARS_COV_2 
6285,SARS_COV_2 
7937,SARS_COV_2 
7965,SARS_COV_2 
6415,SARS_COV_2 
1523,SARS_COV_2 
13112,MERS       
12921,MERS       
7126,SARS_COV_2 
8292,SARS_COV_2 
6283,SARS_COV_2 
9826,SARS_COV_2 
8338,SARS_COV_2 
7041,SARS_COV_2 
705,SARS_COV_2 
5703,SARS_COV_2 
12165,MERS       
11058,SARS_COV_2 
8566,SARS_COV_2 
3390,SARS_COV_2 
2376,SARS_COV_2 
1939,SARS_COV_2 
9542,SARS_COV_2 
1704,SARS_COV_2 
8987,SARS_COV_2 
8870,SARS_COV_2 
384,SARS_COV_2 
6221,SARS_COV_2 
2686,SARS_COV_2 
5618,SARS_COV_2 
545,SARS_COV_2 
11048,SARS_COV_2 
10223,SARS_COV_2 
13171,SARS_COV_1 
10310,SARS_COV_2 
9445,SARS_COV_2 
7772,SARS_COV_2 
8069,SARS_COV_2 
1158,SARS_COV_2 
4794,SARS_COV_2 
8484,SARS_COV_2 
9038,SARS_COV_2 
1024,SARS_COV_2 
4069,SARS_COV_2 
7132,SARS_COV_2 
1509,SARS_COV_2 
8531,SARS_COV_2 
6328,SARS_COV_2 
6908,SARS_COV_2 
12472,MERS       
1056,SARS_COV_2 
12060,MERS       
7761,SARS_COV_2 
7612,SARS_COV_2 
9697,SARS_COV_2 
12240,MERS       
9208,SARS_COV_2 
12661,MERS       
2096,SARS_COV_2 
59,SARS_COV_2 
5578,SARS_COV_2 
6361,SARS_COV_2 
10498,SARS_COV_2 
1770,SARS_COV_2 
4881,SARS_COV_2 
7743,SARS_COV_2 
4405,SARS_COV_2 
9314,SARS_COV_2 
1734,SARS_COV_2 
8362,SARS_COV_2 
1169,SARS_COV_2 
9137,SARS_COV_2 
2690,SARS_COV_2 
2283,SARS_COV_2 
11505,MERS       
1994,SARS_COV_2 
12940,MERS       
6211,SARS_COV_2 
11506,MERS       
1138,SARS_COV_2 
4913,SARS_COV_2 
10404,SARS_COV_2 
5915,SARS_COV_2 
9100,SARS_COV_2 
8526,SARS_COV_2 
1970,SARS_COV_2 
5924,SARS_COV_2 
10452,SARS_COV_2 
6255,SARS_COV_2 
7803,SARS_COV_2 
13060,MERS       
11494,MERS       
11875,MERS       
12069,MERS       
10643,SARS_COV_2 
13194,SARS_COV_1 
11676,MERS       
6850,SARS_COV_2 
6735,SARS_COV_2 
6895,SARS_COV_2 
1629,SARS_COV_2 
2064,SARS_COV_2 
6257,SARS_COV_2 
7794,SARS_COV_2 
2392,SARS_COV_2 
3568,SARS_COV_2 
7417,SARS_COV_2 
4321,SARS_COV_2 
6216,SARS_COV_2 
2703,SARS_COV_2 
390,SARS_COV_2 
1417,SARS_COV_2 
4761,SARS_COV_2 
7217,SARS_COV_2 
457,SARS_COV_2 
6218,SARS_COV_2 
1900,SARS_COV_2 
8662,SARS_COV_2 
5983,SARS_COV_2 
9942,SARS_COV_2 
11708,MERS       
4834,SARS_COV_2 
10431,SARS_COV_2 
3186,SARS_COV_2 
8146,SARS_COV_2 
31,SARS_COV_2 
8552,SARS_COV_2 
2905,SARS_COV_2 
5978,SARS_COV_2 
1096,SARS_COV_2 
8352,SARS_COV_2 
3410,SARS_COV_2 
5233,SARS_COV_2 
2039,SARS_COV_2 
4728,SARS_COV_2 
7137,SARS_COV_2 
11846,MERS       
3379,SARS_COV_2 
3935,SARS_COV_2 
10031,SARS_COV_2 
12821,MERS       
7802,SARS_COV_2 
6121,SARS_COV_2 
12654,MERS       
5030,SARS_COV_2 
9849,SARS_COV_2 
1023,SARS_COV_2 
8542,SARS_COV_2 
10904,SARS_COV_2 
9612,SARS_COV_2 
8111,SARS_COV_2 
7095,SARS_COV_2 
8787,SARS_COV_2 
962,SARS_COV_2 
8306,SARS_COV_2 
13080,MERS       
1368,SARS_COV_2 
4910,SARS_COV_2 
6286,SARS_COV_2 
8618,SARS_COV_2 
5897,SARS_COV_2 
8874,SARS_COV_2 
10552,SARS_COV_2 
5571,SARS_COV_2 
4316,SARS_COV_2 
8853,SARS_COV_2 
7884,SARS_COV_2 
759,SARS_COV_2 
12096,MERS       
2914,SARS_COV_2 
6728,SARS_COV_2 
891,SARS_COV_2 
2098,SARS_COV_2 
11254,SARS_COV_2 
1451,SARS_COV_2 
12593,MERS       
4755,SARS_COV_2 
10705,SARS_COV_2 
1947,SARS_COV_2 
6068,SARS_COV_2 
6682,SARS_COV_2 
12302,MERS       
3293,SARS_COV_2 
7581,SARS_COV_2 
5178,SARS_COV_2 
12964,MERS       
6534,SARS_COV_2 
2086,SARS_COV_2 
2007,SARS_COV_2 
8930,SARS_COV_2 
7637,SARS_COV_2 
3108,SARS_COV_2 
7670,SARS_COV_2 
8457,SARS_COV_2 
2431,SARS_COV_2 
7925,SARS_COV_2 
9831,SARS_COV_2 
11321,SARS_COV_2 
6040,SARS_COV_2 
11855,MERS       
11440,MERS       
316,SARS_COV_2 
2220,SARS_COV_2 
12750,MERS       
2224,SARS_COV_2 
5505,SARS_COV_2 
10616,SARS_COV_2 
8469,SARS_COV_2 
10290,SARS_COV_2 
6282,SARS_COV_2 
9915,SARS_COV_2 
7328,SARS_COV_2 
11323,SARS_COV_2 
8527,SARS_COV_2 
2432,SARS_COV_2 
3982,SARS_COV_2 
12119,MERS       
770,SARS_COV_2 
2439,SARS_COV_2 
8801,SARS_COV_2 
834,SARS_COV_2 
11569,MERS       
5970,SARS_COV_2 
151,SARS_COV_2 
275,SARS_COV_2 
5290,SARS_COV_2 
4123,SARS_COV_2 
3086,SARS_COV_2 
7406,SARS_COV_2 
2209,SARS_COV_2 
1837,SARS_COV_2 
11985,MERS       
6922,SARS_COV_2 
5716,SARS_COV_2 
11926,MERS       
7416,SARS_COV_2 
12860,MERS       
12197,MERS       
4885,SARS_COV_2 
7607,SARS_COV_2 
508,SARS_COV_2 
8222,SARS_COV_2 
6809,SARS_COV_2 
11714,MERS       
525,SARS_COV_2 
3694,SARS_COV_2 
4747,SARS_COV_2 
6473,SARS_COV_2 
7737,SARS_COV_2 
513,SARS_COV_2 
8376,SARS_COV_2 
2487,SARS_COV_2 
9282,SARS_COV_2 
11811,MERS       
12017,MERS       
3338,SARS_COV_2 
1279,SARS_COV_2 
5468,SARS_COV_2 
11526,MERS       
11213,SARS_COV_2 
8009,SARS_COV_2 
2196,SARS_COV_2 
10459,SARS_COV_2 
11550,MERS       
7618,SARS_COV_2 
117,SARS_COV_2 
4485,SARS_COV_2 
4395,SARS_COV_2 
11447,MERS       
9803,SARS_COV_2 
1070,SARS_COV_2 
11340,MERS       
6069,SARS_COV_2 
11927,MERS       
2152,SARS_COV_2 
12695,MERS       
1562,SARS_COV_2 
6994,SARS_COV_2 
5064,SARS_COV_2 
7300,SARS_COV_2 
5514,SARS_COV_2 
3138,SARS_COV_2 
10854,SARS_COV_2 
4990,SARS_COV_2 
4376,SARS_COV_2 
976,SARS_COV_2 
652,SARS_COV_2 
10504,SARS_COV_2 
10022,SARS_COV_2 
11104,SARS_COV_2 
2284,SARS_COV_2 
2711,SARS_COV_2 
6469,SARS_COV_2 
5918,SARS_COV_2 
11024,SARS_COV_2 
7211,SARS_COV_2 
11331,SARS_COV_2 
1609,SARS_COV_2 
12993,MERS       
12777,MERS       
8096,SARS_COV_2 
2017,SARS_COV_2 
10859,SARS_COV_2 
11479,MERS       
8399,SARS_COV_2 
3301,SARS_COV_2 
6646,SARS_COV_2 
11659,MERS       
9010,SARS_COV_2 
11645,MERS       
11514,MERS       
9144,SARS_COV_2 
8441,SARS_COV_2 
7418,SARS_COV_2 
12818,MERS       
11397,MERS       
11560,MERS       
6599,SARS_COV_2 
4886,SARS_COV_2 
3299,SARS_COV_2 
2522,SARS_COV_2 
8729,SARS_COV_2 
2510,SARS_COV_2 
6085,SARS_COV_2 
1727,SARS_COV_2 
968,SARS_COV_2 
7768,SARS_COV_2 
12765,MERS       
951,SARS_COV_2 
10999,SARS_COV_2 
11975,MERS       
4230,SARS_COV_2 
9732,SARS_COV_2 
5280,SARS_COV_2 
389,SARS_COV_2 
989,SARS_COV_2 
6609,SARS_COV_2 
5828,SARS_COV_2 
2390,SARS_COV_2 
172,SARS_COV_2 
523,SARS_COV_2 
3537,SARS_COV_2 
2825,SARS_COV_2 
8697,SARS_COV_2 
5423,SARS_COV_2 
9253,SARS_COV_2 
4606,SARS_COV_2 
9978,SARS_COV_2 
8052,SARS_COV_2 
8615,SARS_COV_2 
5351,SARS_COV_2 
777,SARS_COV_2 
9054,SARS_COV_2 
3582,SARS_COV_2 
1314,SARS_COV_2 
8899,SARS_COV_2 
1429,SARS_COV_2 
9949,SARS_COV_2 
6388,SARS_COV_2 
8582,SARS_COV_2 
11813,MERS       
3492,SARS_COV_2 
1318,SARS_COV_2 
6342,SARS_COV_2 
12127,MERS       
1235,SARS_COV_2 
7045,SARS_COV_2 
2819,SARS_COV_2 
1204,SARS_COV_2 
1962,SARS_COV_2 
2843,SARS_COV_2 
1917,SARS_COV_2 
4686,SARS_COV_2 
13187,MERS       
9029,SARS_COV_2 
9423,SARS_COV_2 
1343,SARS_COV_2 
9579,SARS_COV_2 
3226,SARS_COV_2 
12382,MERS       
12211,MERS       
2369,SARS_COV_2 
4586,SARS_COV_2 
2958,SARS_COV_2 
12218,MERS       
3697,SARS_COV_2 
12453,MERS       
9962,SARS_COV_2 
12805,MERS       
10220,SARS_COV_2 
11221,SARS_COV_2 
6942,SARS_COV_2 
9663,SARS_COV_2 
566,SARS_COV_2 
11330,SARS_COV_2 
10944,SARS_COV_2 
10154,SARS_COV_2 
2611,SARS_COV_2 
2124,SARS_COV_2 
4659,SARS_COV_2 
6377,SARS_COV_2 
11880,MERS       
518,SARS_COV_2 
7019,SARS_COV_2 
4384,SARS_COV_2 
7750,SARS_COV_2 
7770,SARS_COV_2 
4202,SARS_COV_2 
11263,SARS_COV_2 
11395,MERS       
2888,SARS_COV_2 
537,SARS_COV_2 
8732,SARS_COV_2 
3801,SARS_COV_2 
2267,SARS_COV_2 
12006,MERS       
11350,MERS       
413,SARS_COV_2 
8712,SARS_COV_2 
10858,SARS_COV_2 
948,SARS_COV_2 
1772,SARS_COV_2 
12955,MERS       
1119,SARS_COV_2 
2678,SARS_COV_2 
8871,SARS_COV_2 
3621,SARS_COV_2 
5479,SARS_COV_2 
8477,SARS_COV_2 
11816,MERS       
8028,SARS_COV_2 
289,SARS_COV_2 
3776,SARS_COV_2 
3034,SARS_COV_2 
996,SARS_COV_2 
5726,SARS_COV_2 
10450,SARS_COV_2 
4927,SARS_COV_2 
2902,SARS_COV_2 
4932,SARS_COV_2 
7331,SARS_COV_2 
3241,SARS_COV_2 
3348,SARS_COV_2 
11996,MERS       
12108,MERS       
2045,SARS_COV_2 
6200,SARS_COV_2 
4810,SARS_COV_2 
4776,SARS_COV_2 
4847,SARS_COV_2 
4128,SARS_COV_2 
55,SARS_COV_2 
4408,SARS_COV_2 
8579,SARS_COV_2 
9782,SARS_COV_2 
4054,SARS_COV_2 
11695,MERS       
8707,SARS_COV_2 
1931,SARS_COV_2 
2781,SARS_COV_2 
4530,SARS_COV_2 
5355,SARS_COV_2 
8550,SARS_COV_2 
10669,SARS_COV_2 
4212,SARS_COV_2 
222,SARS_COV_2 
2264,SARS_COV_2 
10007,SARS_COV_2 
10474,SARS_COV_2 
572,SARS_COV_2 
350,SARS_COV_2 
10105,SARS_COV_2 
7704,SARS_COV_2 
2558,SARS_COV_2 
7501,SARS_COV_2 
9648,SARS_COV_2 
12371,MERS       
3214,SARS_COV_2 
1684,SARS_COV_2 
13019,MERS       
12003,MERS       
9760,SARS_COV_2 
3701,SARS_COV_2 
10506,SARS_COV_2 
6351,SARS_COV_2 
2730,SARS_COV_2 
10920,SARS_COV_2 
7929,SARS_COV_2 
6162,SARS_COV_2 
3330,SARS_COV_2 
10328,SARS_COV_2 
5731,SARS_COV_2 
7168,SARS_COV_2 
5655,SARS_COV_2 
2268,SARS_COV_2 
1143,SARS_COV_2 
2256,SARS_COV_2 
6418,SARS_COV_2 
2536,SARS_COV_2 
3228,SARS_COV_2 
6911,SARS_COV_2 
7330,SARS_COV_2 
10047,SARS_COV_2 
1940,SARS_COV_2 
497,SARS_COV_2 
3638,SARS_COV_2 
6095,SARS_COV_2 
7479,SARS_COV_2 
710,SARS_COV_2 
7115,SARS_COV_2 
5972,SARS_COV_2 
4019,SARS_COV_2 
3835,SARS_COV_2 
7903,SARS_COV_2 
3229,SARS_COV_2 
12089,MERS       
9895,SARS_COV_2 
1988,SARS_COV_2 
1706,SARS_COV_2 
4492,SARS_COV_2 
12330,MERS       
6379,SARS_COV_2 
2164,SARS_COV_2 
11,SARS_COV_2 
12574,MERS       
121,SARS_COV_2 
9008,SARS_COV_2 
5283,SARS_COV_2 
12369,MERS       
6530,SARS_COV_2 
133,SARS_COV_2 
11615,MERS       
3755,SARS_COV_2 
12596,MERS       
7430,SARS_COV_2 
8944,SARS_COV_2 
5555,SARS_COV_2 
5884,SARS_COV_2 
11685,MERS       
606,SARS_COV_2 
5075,SARS_COV_2 
453,SARS_COV_2 
2019,SARS_COV_2 
8693,SARS_COV_2 
5539,SARS_COV_2 
5166,SARS_COV_2 
1127,SARS_COV_2 
9449,SARS_COV_2 
5096,SARS_COV_2 
11299,SARS_COV_2 
5546,SARS_COV_2 
4178,SARS_COV_2 
1812,SARS_COV_2 
10939,SARS_COV_2 
3773,SARS_COV_2 
5802,SARS_COV_2 
1227,SARS_COV_2 
10584,SARS_COV_2 
3673,SARS_COV_2 
5527,SARS_COV_2 
12303,MERS       
6376,SARS_COV_2 
10699,SARS_COV_2 
10129,SARS_COV_2 
8450,SARS_COV_2 
10089,SARS_COV_2 
8257,SARS_COV_2 
4593,SARS_COV_2 
1518,SARS_COV_2 
6989,SARS_COV_2 
9504,SARS_COV_2 
12419,MERS       
11378,MERS       
7210,SARS_COV_2 
1137,SARS_COV_2 
7572,SARS_COV_2 
7196,SARS_COV_2 
3405,SARS_COV_2 
8913,SARS_COV_2 
9964,SARS_COV_2 
6783,SARS_COV_2 
11172,SARS_COV_2 
11277,SARS_COV_2 
9635,SARS_COV_2 
5128,SARS_COV_2 
12640,MERS       
8252,SARS_COV_2 
12501,MERS       
7491,SARS_COV_2 
6591,SARS_COV_2 
11885,MERS       
499,SARS_COV_2 
1130,SARS_COV_2 
7185,SARS_COV_2 
8339,SARS_COV_2 
4113,SARS_COV_2 
4378,SARS_COV_2 
8037,SARS_COV_2 
4696,SARS_COV_2 
783,SARS_COV_2 
9991,SARS_COV_2 
8256,SARS_COV_2 
2475,SARS_COV_2 
11022,SARS_COV_2 
12628,MERS       
7823,SARS_COV_2 
9689,SARS_COV_2 
2672,SARS_COV_2 
6648,SARS_COV_2 
9265,SARS_COV_2 
476,SARS_COV_2 
330,SARS_COV_2 
9951,SARS_COV_2 
12595,MERS       
3787,SARS_COV_2 
6811,SARS_COV_2 
3018,SARS_COV_2 
4524,SARS_COV_2 
1868,SARS_COV_2 
5752,SARS_COV_2 
1546,SARS_COV_2 
6453,SARS_COV_2 
309,SARS_COV_2 
4007,SARS_COV_2 
5565,SARS_COV_2 
7165,SARS_COV_2 
4039,SARS_COV_2 
3788,SARS_COV_2 
8242,SARS_COV_2 
5238,SARS_COV_2 
4355,SARS_COV_2 
5636,SARS_COV_2 
9439,SARS_COV_2 
10958,SARS_COV_2 
3677,SARS_COV_2 
7981,SARS_COV_2 
2266,SARS_COV_2 
764,SARS_COV_2 
4791,SARS_COV_2 
12131,MERS       
6747,SARS_COV_2 
12083,MERS       
2005,SARS_COV_2 
4952,SARS_COV_2 
10472,SARS_COV_2 
5490,SARS_COV_2 
4122,SARS_COV_2 
10614,SARS_COV_2 
7213,SARS_COV_2 
7485,SARS_COV_2 
11084,SARS_COV_2 
2768,SARS_COV_2 
11145,SARS_COV_2 
11123,SARS_COV_2 
8887,SARS_COV_2 
9068,SARS_COV_2 
2465,SARS_COV_2 
4559,SARS_COV_2 
13047,MERS       
3561,SARS_COV_2 
7358,SARS_COV_2 
8600,SARS_COV_2 
6859,SARS_COV_2 
2676,SARS_COV_2 
139,SARS_COV_2 
9370,SARS_COV_2 
1469,SARS_COV_2 
11103,SARS_COV_2 
5585,SARS_COV_2 
1586,SARS_COV_2 
10553,SARS_COV_2 
4497,SARS_COV_2 
12988,MERS       
3793,SARS_COV_2 
1702,SARS_COV_2 
9900,SARS_COV_2 
116,SARS_COV_2 
6946,SARS_COV_2 
14,SARS_COV_2 
933,SARS_COV_2 
10265,SARS_COV_2 
13153,MERS       
11557,MERS       
10033,SARS_COV_2 
7527,SARS_COV_2 
9321,SARS_COV_2 
4183,SARS_COV_2 
5796,SARS_COV_2 
10465,SARS_COV_2 
6636,SARS_COV_2 
11051,SARS_COV_2 
906,SARS_COV_2 
1760,SARS_COV_2 
6049,SARS_COV_2 
12973,MERS       
8251,SARS_COV_2 
10042,SARS_COV_2 
4855,SARS_COV_2 
5900,SARS_COV_2 
4381,SARS_COV_2 
10998,SARS_COV_2 
653,SARS_COV_2 
11952,MERS       
9623,SARS_COV_2 
8916,SARS_COV_2 
12412,MERS       
9058,SARS_COV_2 
1571,SARS_COV_2 
4701,SARS_COV_2 
6402,SARS_COV_2 
9226,SARS_COV_2 
8080,SARS_COV_2 
6977,SARS_COV_2 
10913,SARS_COV_2 
11583,MERS       
10351,SARS_COV_2 
1165,SARS_COV_2 
3734,SARS_COV_2 
12346,MERS       
8358,SARS_COV_2 
10976,SARS_COV_2 
8889,SARS_COV_2 
4257,SARS_COV_2 
9528,SARS_COV_2 
1823,SARS_COV_2 
3190,SARS_COV_2 
1998,SARS_COV_2 
7044,SARS_COV_2 
3660,SARS_COV_2 
10314,SARS_COV_2 
9694,SARS_COV_2 
12326,MERS       
12872,MERS       
7423,SARS_COV_2 
8634,SARS_COV_2 
5903,SARS_COV_2 
11907,MERS       
12557,MERS       
2968,SARS_COV_2 
10410,SARS_COV_2 
12815,MERS       
12756,MERS       
8068,SARS_COV_2 
373,SARS_COV_2 
6822,SARS_COV_2 
5119,SARS_COV_2 
9340,SARS_COV_2 
5990,SARS_COV_2 
6382,SARS_COV_2 
419,SARS_COV_2 
283,SARS_COV_2 
8651,SARS_COV_2 
6832,SARS_COV_2 
8876,SARS_COV_2 
11950,MERS       
10872,SARS_COV_2 
4899,SARS_COV_2 
1913,SARS_COV_2 
10882,SARS_COV_2 
8010,SARS_COV_2 
13015,MERS       
10277,SARS_COV_2 
1053,SARS_COV_2 
8778,SARS_COV_2 
346,SARS_COV_2 
4409,SARS_COV_2 
8291,SARS_COV_2 
10668,SARS_COV_2 
6971,SARS_COV_2 
5691,SARS_COV_2 
11235,SARS_COV_2 
3812,SARS_COV_2 
10192,SARS_COV_2 
12259,MERS       
12753,MERS       
8692,SARS_COV_2 
6183,SARS_COV_2 
10402,SARS_COV_2 
693,SARS_COV_2 
9064,SARS_COV_2 
4417,SARS_COV_2 
38,SARS_COV_2 
8255,SARS_COV_2 
4330,SARS_COV_2 
10172,SARS_COV_2 
11913,MERS       
6243,SARS_COV_2 
5811,SARS_COV_2 
1152,SARS_COV_2 
11895,MERS       
4683,SARS_COV_2 
11674,MERS       
8539,SARS_COV_2 
4600,SARS_COV_2 
13181,MERS       
10175,SARS_COV_2 
12046,MERS       
13176,SARS_COV_1 
8768,SARS_COV_2 
9059,SARS_COV_2 
4587,SARS_COV_2 
7866,SARS_COV_2 
7031,SARS_COV_2 
8182,SARS_COV_2 
6589,SARS_COV_2 
11937,MERS       
9643,SARS_COV_2 
5107,SARS_COV_2 
8951,SARS_COV_2 
12931,MERS       
8518,SARS_COV_2 
8915,SARS_COV_2 
2927,SARS_COV_2 
1080,SARS_COV_2 
10235,SARS_COV_2 
10169,SARS_COV_2 
5327,SARS_COV_2 
489,SARS_COV_2 
12073,MERS       
1923,SARS_COV_2 
3337,SARS_COV_2 
436,SARS_COV_2 
10806,SARS_COV_2 
1658,SARS_COV_2 
6523,SARS_COV_2 
12469,MERS       
5988,SARS_COV_2 
8327,SARS_COV_2 
4434,SARS_COV_2 
3931,SARS_COV_2 
8277,SARS_COV_2 
3461,SARS_COV_2 
6433,SARS_COV_2 
8456,SARS_COV_2 
5497,SARS_COV_2 
5723,SARS_COV_2 
981,SARS_COV_2 
8289,SARS_COV_2 
4264,SARS_COV_2 
5055,SARS_COV_2 
8130,SARS_COV_2 
12010,MERS       
3438,SARS_COV_2 
13006,MERS       
1599,SARS_COV_2 
2815,SARS_COV_2 
5489,SARS_COV_2 
3879,SARS_COV_2 
12656,MERS       
9672,SARS_COV_2 
8800,SARS_COV_2 
12783,MERS       
10509,SARS_COV_2 
4801,SARS_COV_2 
1872,SARS_COV_2 
7662,SARS_COV_2 
7259,SARS_COV_2 
4771,SARS_COV_2 
6780,SARS_COV_2 
496,SARS_COV_2 
8680,SARS_COV_2 
3011,SARS_COV_2 
9229,SARS_COV_2 
11348,MERS       
11304,SARS_COV_2 
7220,SARS_COV_2 
7411,SARS_COV_2 
7288,SARS_COV_2 
7135,SARS_COV_2 
11981,MERS       
3652,SARS_COV_2 
8653,SARS_COV_2 
1349,SARS_COV_2 
1920,SARS_COV_2 
9586,SARS_COV_2 
9646,SARS_COV_2 
1086,SARS_COV_2 
7113,SARS_COV_2 
504,SARS_COV_2 
100,SARS_COV_2 
3266,SARS_COV_2 
3987,SARS_COV_2 
3548,SARS_COV_2 
4136,SARS_COV_2 
12421,MERS       
997,SARS_COV_2 
374,SARS_COV_2 
6856,SARS_COV_2 
12905,MERS       
1515,SARS_COV_2 
6447,SARS_COV_2 
1371,SARS_COV_2 
7790,SARS_COV_2 
9973,SARS_COV_2 
9424,SARS_COV_2 
11691,MERS       
1358,SARS_COV_2 
11836,MERS       
5129,SARS_COV_2 
13055,MERS       
3856,SARS_COV_2 
11349,MERS       
2633,SARS_COV_2 
6868,SARS_COV_2 
8163,SARS_COV_2 
6739,SARS_COV_2 
5401,SARS_COV_2 
6352,SARS_COV_2 
9996,SARS_COV_2 
9378,SARS_COV_2 
8196,SARS_COV_2 
9046,SARS_COV_2 
8789,SARS_COV_2 
10008,SARS_COV_2 
11164,SARS_COV_2 
4785,SARS_COV_2 
13152,MERS       
993,SARS_COV_2 
3956,SARS_COV_2 
5701,SARS_COV_2 
2265,SARS_COV_2 
4458,SARS_COV_2 
10721,SARS_COV_2 
10019,SARS_COV_2 
8432,SARS_COV_2 
3192,SARS_COV_2 
10421,SARS_COV_2 
6058,SARS_COV_2 
8437,SARS_COV_2 
9692,SARS_COV_2 
3154,SARS_COV_2 
10342,SARS_COV_2 
8328,SARS_COV_2 
6079,SARS_COV_2 
3248,SARS_COV_2 
8713,SARS_COV_2 
4702,SARS_COV_2 
641,SARS_COV_2 
1728,SARS_COV_2 
2384,SARS_COV_2 
2739,SARS_COV_2 
5760,SARS_COV_2 
1382,SARS_COV_2 
6885,SARS_COV_2 
5477,SARS_COV_2 
2541,SARS_COV_2 
12496,MERS       
8996,SARS_COV_2 
3443,SARS_COV_2 
5230,SARS_COV_2 
7320,SARS_COV_2 
9525,SARS_COV_2 
8471,SARS_COV_2 
861,SARS_COV_2 
9186,SARS_COV_2 
8141,SARS_COV_2 
6790,SARS_COV_2 
12950,MERS       
8500,SARS_COV_2 
3606,SARS_COV_2 
1862,SARS_COV_2 
336,SARS_COV_2 
10440,SARS_COV_2 
10900,SARS_COV_2 
6180,SARS_COV_2 
8448,SARS_COV_2 
954,SARS_COV_2 
1983,SARS_COV_2 
51,SARS_COV_2 
12892,MERS       
2784,SARS_COV_2 
3507,SARS_COV_2 
8703,SARS_COV_2 
1695,SARS_COV_2 
6207,SARS_COV_2 
2916,SARS_COV_2 
10621,SARS_COV_2 
12707,MERS       
2598,SARS_COV_2 
7387,SARS_COV_2 
11524,MERS       
2918,SARS_COV_2 
9443,SARS_COV_2 
10952,SARS_COV_2 
9574,SARS_COV_2 
6835,SARS_COV_2 
12597,MERS       
792,SARS_COV_2 
7821,SARS_COV_2 
9422,SARS_COV_2 
11734,MERS       
4266,SARS_COV_2 
12415,MERS       
4746,SARS_COV_2 
12877,MERS       
8219,SARS_COV_2 
495,SARS_COV_2 
3565,SARS_COV_2 
8472,SARS_COV_2 
193,SARS_COV_2 
1190,SARS_COV_2 
7344,SARS_COV_2 
6019,SARS_COV_2 
473,SARS_COV_2 
6017,SARS_COV_2 
486,SARS_COV_2 
2292,SARS_COV_2 
6540,SARS_COV_2 
5318,SARS_COV_2 
2728,SARS_COV_2 
4448,SARS_COV_2 
8938,SARS_COV_2 
668,SARS_COV_2 
1593,SARS_COV_2 
12700,MERS       
8325,SARS_COV_2 
12930,MERS       
2210,SARS_COV_2 
7708,SARS_COV_2 
10794,SARS_COV_2 
12285,MERS       
12183,MERS       
8123,SARS_COV_2 
3743,SARS_COV_2 
3728,SARS_COV_2 
7522,SARS_COV_2 
7829,SARS_COV_2 
3523,SARS_COV_2 
11536,MERS       
2055,SARS_COV_2 
9762,SARS_COV_2 
4581,SARS_COV_2 
2516,SARS_COV_2 
12104,MERS       
1238,SARS_COV_2 
12776,MERS       
914,SARS_COV_2 
7235,SARS_COV_2 
7219,SARS_COV_2 
5167,SARS_COV_2 
11746,MERS       
12570,MERS       
10491,SARS_COV_2 
5171,SARS_COV_2 
5243,SARS_COV_2 
11947,MERS       
9758,SARS_COV_2 
5863,SARS_COV_2 
12830,MERS       
3733,SARS_COV_2 
1519,SARS_COV_2 
6468,SARS_COV_2 
1765,SARS_COV_2 
450,SARS_COV_2 
3478,SARS_COV_2 
11716,MERS       
5370,SARS_COV_2 
6965,SARS_COV_2 
